candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition
CAND_00748,Al38.45Co16.28Cr7.72Mn29.21Ti8.34,5,38.45,16.28,7.72,0.0,0.0,29.21,0.0,0.0,0.0,8.34,0.0,0.0,100.0,True
CAND_00749,Co19.00Cu13.91Mn32.72Mo5.07Ni13.83W15.47,6,0.0,19.0,0.0,13.91,0.0,32.72,5.07,0.0,13.83,0.0,0.0,15.47,99.99999999999999,True
CAND_00750,Cr35.71Fe27.00Mo10.01Nb8.04W19.24,5,0.0,0.0,35.71,0.0,27.0,0.0,10.01,8.04,0.0,0.0,0.0,19.24,99.99999999999999,True
CAND_00751,Al34.72Cu32.77Ni11.25V21.26,4,34.72,0.0,0.0,32.77,0.0,0.0,0.0,0.0,11.25,0.0,21.26,0.0,100.00000000000001,True
CAND_00752,Co19.17Cu21.91Mo33.89Ni7.66Ti17.37,5,0.0,19.17,0.0,21.91,0.0,0.0,33.89,0.0,7.66,17.37,0.0,0.0,100.0,True
CAND_00753,Co8.52Cr34.32Fe8.65Mo17.92Nb30.59,5,0.0,8.52,34.32,0.0,8.65,0.0,17.92,30.59,0.0,0.0,0.0,0.0,100.0,True
CAND_00754,Co7.32Cu22.74Fe17.26Mn6.49Nb31.35W14.84,6,0.0,7.32,0.0,22.74,17.26,6.49,0.0,31.35,0.0,0.0,0.0,14.84,100.0,True
CAND_00755,Co33.21Fe6.45Mo6.54V15.66W38.14,5,0.0,33.21,0.0,0.0,6.45,0.0,6.54,0.0,0.0,0.0,15.66,38.14,100.0,True
CAND_00756,Co16.30Cr28.88Fe33.44Mn7.90Ti13.48,5,0.0,16.3,28.88,0.0,33.44,7.9,0.0,0.0,0.0,13.48,0.0,0.0,100.00000000000001,True
CAND_00757,Co11.89Cu19.93Mn44.95Mo5.01V5.77W12.45,6,0.0,11.89,0.0,19.93,0.0,44.95,5.01,0.0,0.0,0.0,5.77,12.45,100.00000000000001,True
CAND_00758,Co15.45Cu21.95Ni36.07V26.53,4,0.0,15.45,0.0,21.95,0.0,0.0,0.0,0.0,36.07,0.0,26.53,0.0,100.0,True
CAND_00759,Al39.52Mo24.48Ni10.41V25.59,4,39.52,0.0,0.0,0.0,0.0,0.0,24.48,0.0,10.41,0.0,25.59,0.0,100.0,True
CAND_00760,Fe19.52Mn14.26Mo32.29Ni18.72W15.21,5,0.0,0.0,0.0,0.0,19.52,14.26,32.29,0.0,18.72,0.0,0.0,15.21,100.0,True
CAND_00761,Al13.35Cu17.47Mn22.05Mo29.69Ni17.44,5,13.35,0.0,0.0,17.47,0.0,22.05,29.69,0.0,17.44,0.0,0.0,0.0,100.0,True
CAND_00762,Co24.47Mo6.37Nb15.15Ti28.44W25.57,5,0.0,24.47,0.0,0.0,0.0,0.0,6.37,15.15,0.0,28.44,0.0,25.57,100.0,True
CAND_00763,Co20.16Cr16.37Cu9.63Nb6.64Ti9.26W37.94,6,0.0,20.16,16.37,9.63,0.0,0.0,0.0,6.64,0.0,9.26,0.0,37.94,100.0,True
CAND_00764,Cr22.91Cu18.48Mn12.83Mo17.57Ni10.65V17.56,6,0.0,0.0,22.91,18.48,0.0,12.83,17.57,0.0,10.65,0.0,17.56,0.0,100.0,True
CAND_00765,Al23.46Cr6.45Fe16.52Nb7.92Ti37.51W8.14,6,23.46,0.0,6.45,0.0,16.52,0.0,0.0,7.92,0.0,37.51,0.0,8.14,100.0,True
CAND_00766,Cr12.10Mn19.96Ni37.00Ti6.55V7.47W16.92,6,0.0,0.0,12.1,0.0,0.0,19.96,0.0,0.0,37.0,6.55,7.47,16.92,100.0,True
CAND_00767,Co19.32Cu16.89Mn15.10Nb14.65V34.04,5,0.0,19.32,0.0,16.89,0.0,15.1,0.0,14.65,0.0,0.0,34.04,0.0,100.0,True
CAND_00768,Cr34.70Fe17.26Mn17.88Nb12.91Ni8.51V8.74,6,0.0,0.0,34.7,0.0,17.26,17.88,0.0,12.91,8.51,0.0,8.74,0.0,100.0,True
CAND_00769,Al31.13Cr12.33Mo37.09Nb19.45,4,31.13,0.0,12.33,0.0,0.0,0.0,37.09,19.45,0.0,0.0,0.0,0.0,100.00000000000001,True
CAND_00770,Al10.44Co39.43Mo13.26Nb13.60Ni18.05V5.22,6,10.44,39.43,0.0,0.0,0.0,0.0,13.26,13.6,18.05,0.0,5.22,0.0,99.99999999999999,True
CAND_00771,Al6.18Co10.21Cu16.75Ti18.86V11.74W36.26,6,6.18,10.21,0.0,16.75,0.0,0.0,0.0,0.0,0.0,18.86,11.74,36.26,100.0,True
CAND_00772,Al12.78Co19.55Cr29.18Fe13.18W25.31,5,12.78,19.55,29.18,0.0,13.18,0.0,0.0,0.0,0.0,0.0,0.0,25.31,100.0,True
CAND_00773,Co27.92Cu21.41Mn32.61Ti18.06,4,0.0,27.92,0.0,21.41,0.0,32.61,0.0,0.0,0.0,18.06,0.0,0.0,100.0,True
CAND_00774,Al43.16Cu6.46Mo14.18Ni36.20,4,43.16,0.0,0.0,6.46,0.0,0.0,14.18,0.0,36.2,0.0,0.0,0.0,100.0,True
CAND_00775,Fe21.71Mn39.00Mo26.78Nb12.51,4,0.0,0.0,0.0,0.0,21.71,39.0,26.78,12.51,0.0,0.0,0.0,0.0,100.00000000000001,True
CAND_00776,Cr37.01Mn15.54Ni18.09V29.36,4,0.0,0.0,37.01,0.0,0.0,15.54,0.0,0.0,18.09,0.0,29.36,0.0,100.0,True
CAND_00777,Cr28.77Cu14.22Fe13.74Mo13.00Ti11.59W18.68,6,0.0,0.0,28.77,14.22,13.74,0.0,13.0,0.0,0.0,11.59,0.0,18.68,100.0,True
CAND_00778,Al41.91Mo26.37Ni6.45W25.27,4,41.91,0.0,0.0,0.0,0.0,0.0,26.37,0.0,6.45,0.0,0.0,25.27,100.0,True
CAND_00779,Al29.60Cu13.33Mn39.13Ni17.94,4,29.6,0.0,0.0,13.33,0.0,39.13,0.0,0.0,17.94,0.0,0.0,0.0,100.0,True
CAND_00780,Al30.43Ni15.79V27.44W26.34,4,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,27.44,26.34,100.0,True
CAND_00781,Al23.94Co11.74Cr8.94Mn30.33Ni12.31Ti12.74,6,23.94,11.74,8.94,0.0,0.0,30.33,0.0,0.0,12.31,12.74,0.0,0.0,99.99999999999999,True
CAND_00782,Al7.73Cr44.10Fe16.63Mo22.44V9.10,5,7.73,0.0,44.1,0.0,16.63,0.0,22.44,0.0,0.0,0.0,9.1,0.0,99.99999999999999,True
CAND_00783,Al8.89Fe7.42Mn39.72Mo9.59V34.38,5,8.89,0.0,0.0,0.0,7.42,39.72,9.59,0.0,0.0,0.0,34.38,0.0,100.0,True
CAND_00784,Co19.54Cu28.59Ni13.99W37.88,4,0.0,19.54,0.0,28.59,0.0,0.0,0.0,0.0,13.99,0.0,0.0,37.88,100.0,True
CAND_00785,Al10.20Co33.39Cr9.30Mo19.90Nb11.53W15.68,6,10.2,33.39,9.3,0.0,0.0,0.0,19.9,11.53,0.0,0.0,0.0,15.68,100.0,True
CAND_00786,Cr24.85Cu22.25Nb7.69Ti14.42W30.79,5,0.0,0.0,24.85,22.25,0.0,0.0,0.0,7.69,0.0,14.42,0.0,30.79,100.0,True
CAND_00787,Cr13.48Fe17.27Mo26.43Ti17.11V25.71,5,0.0,0.0,13.48,0.0,17.27,0.0,26.43,0.0,0.0,17.11,25.71,0.0,100.0,True
CAND_00788,Al6.91Co37.85Nb8.54Ni9.52V11.07W26.11,6,6.91,37.85,0.0,0.0,0.0,0.0,0.0,8.54,9.52,0.0,11.07,26.11,100.00000000000001,True
CAND_00789,Cu9.04Fe19.35Mn7.06Mo36.34Ti28.21,5,0.0,0.0,0.0,9.04,19.35,7.06,36.34,0.0,0.0,28.21,0.0,0.0,100.0,True
CAND_00790,Al43.35Co6.66Cu20.59Mn8.85Ni7.32W13.23,6,43.35,6.66,0.0,20.59,0.0,8.85,0.0,0.0,7.32,0.0,0.0,13.23,100.00000000000001,True
CAND_00791,Co31.69Cr5.53Cu18.10Mn10.85Ti28.82W5.01,6,0.0,31.69,5.53,18.1,0.0,10.85,0.0,0.0,0.0,28.82,0.0,5.01,100.00000000000001,True
CAND_00792,Al43.54Cr22.27Fe13.73W20.46,4,43.54,0.0,22.27,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,20.46,100.0,True
CAND_00793,Fe22.26Mn40.67Nb6.21W30.86,4,0.0,0.0,0.0,0.0,22.26,40.67,0.0,6.21,0.0,0.0,0.0,30.86,100.0,True
CAND_00794,Al8.83Cu27.82Mo9.43Nb8.20Ni19.84W25.88,6,8.83,0.0,0.0,27.82,0.0,0.0,9.43,8.2,19.84,0.0,0.0,25.88,100.0,True
CAND_00795,Co12.27Cr26.98Cu7.47Mn10.81Ni13.75Ti28.72,6,0.0,12.27,26.98,7.47,0.0,10.81,0.0,0.0,13.75,28.72,0.0,0.0,100.0,True
CAND_00796,Fe13.94Nb34.10Ti15.89W36.07,4,0.0,0.0,0.0,0.0,13.94,0.0,0.0,34.1,0.0,15.89,0.0,36.07,100.0,True
CAND_00797,Mn7.22Mo11.26Nb44.58Ti12.58W24.36,5,0.0,0.0,0.0,0.0,0.0,7.22,11.26,44.58,0.0,12.58,0.0,24.36,100.0,True
CAND_00798,Mn22.34Mo7.73Ti28.79V41.14,4,0.0,0.0,0.0,0.0,0.0,22.34,7.73,0.0,0.0,28.79,41.14,0.0,100.0,True
CAND_00799,Al25.97Cr8.24Fe11.78Mn40.10Nb13.91,5,25.97,0.0,8.24,0.0,11.78,40.1,0.0,13.91,0.0,0.0,0.0,0.0,100.0,True
CAND_00800,Cr15.40Cu41.09Mn37.26Ti6.25,4,0.0,0.0,15.4,41.09,0.0,37.26,0.0,0.0,0.0,6.25,0.0,0.0,100.0,True
CAND_00801,Al9.10Co20.99Cu21.79Mn16.24Nb10.12Ni21.76,6,9.1,20.99,0.0,21.79,0.0,16.24,0.0,10.12,21.76,0.0,0.0,0.0,100.0,True
CAND_00802,Co19.83Mo6.85Ni11.07Ti12.04V29.47W20.74,6,0.0,19.83,0.0,0.0,0.0,0.0,6.85,0.0,11.07,12.04,29.47,20.74,99.99999999999999,True
CAND_00803,Al33.68Nb25.26Ti31.00V10.06,4,33.68,0.0,0.0,0.0,0.0,0.0,0.0,25.26,0.0,31.0,10.06,0.0,100.0,True
CAND_00804,Al29.69Cu24.49Fe21.36Mn24.46,4,29.69,0.0,0.0,24.49,21.36,24.46,0.0,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_00805,Co30.84Cr10.34Nb27.45Ti12.88V18.49,5,0.0,30.84,10.34,0.0,0.0,0.0,0.0,27.45,0.0,12.88,18.49,0.0,99.99999999999999,True
CAND_00806,Co16.28Cr15.46Mo34.47Ni33.79,4,0.0,16.28,15.46,0.0,0.0,0.0,34.47,0.0,33.79,0.0,0.0,0.0,100.0,True
CAND_00807,Co22.28Mo38.61Nb19.46V19.65,4,0.0,22.28,0.0,0.0,0.0,0.0,38.61,19.46,0.0,0.0,19.65,0.0,100.0,True
CAND_00808,Co7.66Cu13.92Fe30.49Mn14.95Mo15.26Ti17.72,6,0.0,7.66,0.0,13.92,30.49,14.95,15.26,0.0,0.0,17.72,0.0,0.0,100.0,True
CAND_00809,Al24.55Co24.62Fe24.44Mo26.39,4,24.55,24.62,0.0,0.0,24.44,0.0,26.39,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_00810,Co8.89Cr20.09Mn14.92Mo29.69Ni26.41,5,0.0,8.89,20.09,0.0,0.0,14.92,29.69,0.0,26.41,0.0,0.0,0.0,100.0,True
CAND_00811,Co18.14Cr39.70Mo18.59V12.78W10.79,5,0.0,18.14,39.7,0.0,0.0,0.0,18.59,0.0,0.0,0.0,12.78,10.79,100.0,True
CAND_00812,Mo19.17Nb7.02Ni9.08V37.97W26.76,5,0.0,0.0,0.0,0.0,0.0,0.0,19.17,7.02,9.08,0.0,37.97,26.76,100.00000000000001,True
CAND_00813,Co18.51Mn40.55V19.22W21.72,4,0.0,18.51,0.0,0.0,0.0,40.55,0.0,0.0,0.0,0.0,19.22,21.72,100.0,True
CAND_00814,Cr12.46Cu23.35Ti19.27V44.92,4,0.0,0.0,12.46,23.35,0.0,0.0,0.0,0.0,0.0,19.27,44.92,0.0,100.0,True
CAND_00815,Al8.26Cu35.73Nb41.54Ti14.47,4,8.26,0.0,0.0,35.73,0.0,0.0,0.0,41.54,0.0,14.47,0.0,0.0,100.0,True
CAND_00816,Cu37.00Fe6.88Mo9.63Ni35.33Ti11.16,5,0.0,0.0,0.0,37.0,6.88,0.0,9.63,0.0,35.33,11.16,0.0,0.0,100.0,True
CAND_00817,Al19.42Mn29.52Mo12.07Ni38.99,4,19.42,0.0,0.0,0.0,0.0,29.52,12.07,0.0,38.99,0.0,0.0,0.0,100.0,True
CAND_00818,Al21.81Co36.51V15.77W25.91,4,21.81,36.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77,25.91,99.99999999999999,True
CAND_00819,Al16.83Cr30.24Cu26.52Mn26.41,4,16.83,0.0,30.24,26.52,0.0,26.41,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999999,True
CAND_00820,Al23.94Mn19.14Mo31.62Nb7.30Ni18.00,5,23.94,0.0,0.0,0.0,0.0,19.14,31.62,7.3,18.0,0.0,0.0,0.0,100.0,True
CAND_00821,Al25.94Cu23.17Mo16.56Nb24.69Ti9.64,5,25.94,0.0,0.0,23.17,0.0,0.0,16.56,24.69,0.0,9.64,0.0,0.0,100.0,True
CAND_00822,Cu8.61Mn10.36Nb38.52Ni42.51,4,0.0,0.0,0.0,8.61,0.0,10.36,0.0,38.52,42.51,0.0,0.0,0.0,100.0,True
CAND_00823,Al15.64Cr22.99Cu24.72Mn12.85Nb8.68Ti15.12,6,15.64,0.0,22.99,24.72,0.0,12.85,0.0,8.68,0.0,15.12,0.0,0.0,100.0,True
CAND_00824,Al39.67Cu5.36Fe16.01Mo14.91Nb11.08V12.97,6,39.67,0.0,0.0,5.36,16.01,0.0,14.91,11.08,0.0,0.0,12.97,0.0,100.0,True
CAND_00825,Al20.88Nb6.30Ni9.05V42.72W21.05,5,20.88,0.0,0.0,0.0,0.0,0.0,0.0,6.3,9.05,0.0,42.72,21.05,100.0,True
CAND_00826,Co38.37Cu26.63Mn13.12Mo11.29W10.59,5,0.0,38.37,0.0,26.63,0.0,13.12,11.29,0.0,0.0,0.0,0.0,10.59,100.0,True
CAND_00827,Al19.99Mn16.15Mo6.46Ni30.01V17.11W10.28,6,19.99,0.0,0.0,0.0,0.0,16.15,6.46,0.0,30.01,0.0,17.11,10.28,100.0,True
CAND_00828,Al5.67Mn7.80Mo18.00Nb42.09Ni8.43Ti18.01,6,5.67,0.0,0.0,0.0,0.0,7.8,18.0,42.09,8.43,18.01,0.0,0.0,100.00000000000001,True
CAND_00829,Co13.89Cu41.22Mn7.74Mo37.15,4,0.0,13.89,0.0,41.22,0.0,7.74,37.15,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_00830,Cu14.80Mn30.01Nb9.42Ni9.09Ti23.14W13.54,6,0.0,0.0,0.0,14.8,0.0,30.01,0.0,9.42,9.09,23.14,0.0,13.54,100.0,True
CAND_00831,Al5.08Cu11.21Fe31.17Mo37.34Nb5.97Ni9.23,6,5.08,0.0,0.0,11.21,31.17,0.0,37.34,5.97,9.23,0.0,0.0,0.0,100.00000000000001,True
CAND_00832,Cu15.23Mo19.00V34.84W30.93,4,0.0,0.0,0.0,15.23,0.0,0.0,19.0,0.0,0.0,0.0,34.84,30.93,100.0,True
CAND_00833,Fe23.36Mn17.96Nb8.78V12.89W37.01,5,0.0,0.0,0.0,0.0,23.36,17.96,0.0,8.78,0.0,0.0,12.89,37.01,100.0,True
CAND_00834,Al31.32Co13.69Cu16.53Fe11.90Ti16.87V9.69,6,31.32,13.69,0.0,16.53,11.9,0.0,0.0,0.0,0.0,16.87,9.69,0.0,100.0,True
CAND_00835,Cu10.00Fe22.69Mn34.44Ti25.62W7.25,5,0.0,0.0,0.0,10.0,22.69,34.44,0.0,0.0,0.0,25.62,0.0,7.25,100.0,True
CAND_00836,Al26.95Fe27.98Mo29.61V15.46,4,26.95,0.0,0.0,0.0,27.98,0.0,29.61,0.0,0.0,0.0,15.46,0.0,100.0,True
CAND_00837,Al21.94Cr27.08Mn16.21Mo13.24Nb11.10Ni10.43,6,21.94,0.0,27.08,0.0,0.0,16.21,13.24,11.1,10.43,0.0,0.0,0.0,99.99999999999997,True
CAND_00838,Al21.61Mn12.69Mo35.89Ti22.85V6.96,5,21.61,0.0,0.0,0.0,0.0,12.69,35.89,0.0,0.0,22.85,6.96,0.0,99.99999999999999,True
CAND_00839,Fe39.96Ni41.69V5.60W12.75,4,0.0,0.0,0.0,0.0,39.96,0.0,0.0,0.0,41.69,0.0,5.6,12.75,100.0,True
CAND_00840,Cr35.26Mn11.24Mo12.92Nb11.02Ni20.37W9.19,6,0.0,0.0,35.26,0.0,0.0,11.24,12.92,11.02,20.37,0.0,0.0,9.19,100.0,True
CAND_00841,Al22.44Co19.65Cr14.91Fe6.70Mn29.89Ni6.41,6,22.44,19.65,14.91,0.0,6.7,29.89,0.0,0.0,6.41,0.0,0.0,0.0,100.0,True
CAND_00842,Al7.55Cr11.47Mn13.19Mo21.22Nb26.27Ti20.30,6,7.55,0.0,11.47,0.0,0.0,13.19,21.22,26.27,0.0,20.3,0.0,0.0,100.0,True
CAND_00843,Co10.42Fe8.04Mn17.02Nb26.05V30.87W7.60,6,0.0,10.42,0.0,0.0,8.04,17.02,0.0,26.05,0.0,0.0,30.87,7.6,100.0,True
CAND_00844,Al8.75Mn17.17Mo22.78Ti26.23V25.07,5,8.75,0.0,0.0,0.0,0.0,17.17,22.78,0.0,0.0,26.23,25.07,0.0,100.0,True
CAND_00845,Co17.93Cr23.62Cu17.06Fe25.46Ti15.93,5,0.0,17.93,23.62,17.06,25.46,0.0,0.0,0.0,0.0,15.93,0.0,0.0,100.0,True
CAND_00846,Cr9.66Mn40.03Nb28.97Ni21.34,4,0.0,0.0,9.66,0.0,0.0,40.03,0.0,28.97,21.34,0.0,0.0,0.0,100.0,True
CAND_00847,Cr16.87Fe13.09Ni40.63Ti11.19W18.22,5,0.0,0.0,16.87,0.0,13.09,0.0,0.0,0.0,40.63,11.19,0.0,18.22,100.0,True
CAND_00848,Co44.96Fe20.69Mo10.81Nb10.23V13.31,5,0.0,44.96,0.0,0.0,20.69,0.0,10.81,10.23,0.0,0.0,13.31,0.0,100.00000000000001,True
CAND_00849,Co39.33Cu16.82Fe9.74Nb15.09Ni9.86W9.16,6,0.0,39.33,0.0,16.82,9.74,0.0,0.0,15.09,9.86,0.0,0.0,9.16,100.0,True
CAND_00850,Al44.34Cu16.45Ni27.86Ti11.35,4,44.34,0.0,0.0,16.45,0.0,0.0,0.0,0.0,27.86,11.35,0.0,0.0,100.0,True
CAND_00851,Co22.69Ni9.68Ti21.28V15.64W30.71,5,0.0,22.69,0.0,0.0,0.0,0.0,0.0,0.0,9.68,21.28,15.64,30.71,100.0,True
CAND_00852,Cr19.13Nb33.47Ni40.52W6.88,4,0.0,0.0,19.13,0.0,0.0,0.0,0.0,33.47,40.52,0.0,0.0,6.88,100.0,True
CAND_00853,Al13.76Cr25.66Cu40.95Nb19.63,4,13.76,0.0,25.66,40.95,0.0,0.0,0.0,19.63,0.0,0.0,0.0,0.0,100.0,True
CAND_00854,Al20.68Co13.55Cu12.64Mo12.05Nb27.76Ni13.32,6,20.68,13.55,0.0,12.64,0.0,0.0,12.05,27.76,13.32,0.0,0.0,0.0,100.0,True
CAND_00855,Al42.58Fe6.95Mo11.00Nb8.17Ti23.64V7.66,6,42.58,0.0,0.0,0.0,6.95,0.0,11.0,8.17,0.0,23.64,7.66,0.0,100.0,True
CAND_00856,Al11.24Cr23.72Nb37.53Ni27.51,4,11.24,0.0,23.72,0.0,0.0,0.0,0.0,37.53,27.51,0.0,0.0,0.0,100.00000000000001,True
CAND_00857,Cu20.14Fe12.87Mn24.24Mo27.07Ti15.68,5,0.0,0.0,0.0,20.14,12.87,24.24,27.07,0.0,0.0,15.68,0.0,0.0,100.0,True
CAND_00858,Co6.86Fe5.50Mn38.02Nb10.42Ni18.42V20.78,6,0.0,6.86,0.0,0.0,5.5,38.02,0.0,10.42,18.42,0.0,20.78,0.0,100.0,True
CAND_00859,Cu15.19Fe9.74Nb7.15Ni19.27V38.02W10.63,6,0.0,0.0,0.0,15.19,9.74,0.0,0.0,7.15,19.27,0.0,38.02,10.63,100.0,True
CAND_00860,Co7.29Cu11.65Mn12.55Mo21.84Ni11.91Ti34.76,6,0.0,7.29,0.0,11.65,0.0,12.55,21.84,0.0,11.91,34.76,0.0,0.0,100.0,True
CAND_00861,Al12.15Cr7.49Fe19.40Mn17.35Mo43.61,5,12.15,0.0,7.49,0.0,19.4,17.35,43.61,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_00862,Cu25.30Mo16.96Ni41.64Ti16.10,4,0.0,0.0,0.0,25.3,0.0,0.0,16.96,0.0,41.64,16.1,0.0,0.0,100.0,True
CAND_00863,Cr15.31Mn36.52Nb29.76Ti10.54V7.87,5,0.0,0.0,15.31,0.0,0.0,36.52,0.0,29.76,0.0,10.54,7.87,0.0,100.0,True
CAND_00864,Al10.89Cr36.68Mn41.25Mo11.18,4,10.89,0.0,36.68,0.0,0.0,41.25,11.18,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_00865,Al22.20Cu11.06Nb10.42Ni44.62W11.70,5,22.2,0.0,0.0,11.06,0.0,0.0,0.0,10.42,44.62,0.0,0.0,11.7,100.0,True
CAND_00866,Al36.18Fe20.43Ni32.83Ti10.56,4,36.18,0.0,0.0,0.0,20.43,0.0,0.0,0.0,32.83,10.56,0.0,0.0,100.0,True
CAND_00867,Cu5.22Mn38.73Mo15.02Nb26.78Ni6.95Ti7.30,6,0.0,0.0,0.0,5.22,0.0,38.73,15.02,26.78,6.95,7.3,0.0,0.0,100.0,True
CAND_00868,Co14.00Mn15.38Ni34.35Ti7.37V28.90,5,0.0,14.0,0.0,0.0,0.0,15.38,0.0,0.0,34.35,7.37,28.9,0.0,100.0,True
CAND_00869,Al6.17Co35.87Cu5.13Fe18.92Ti33.91,5,6.17,35.87,0.0,5.13,18.92,0.0,0.0,0.0,0.0,33.91,0.0,0.0,100.0,True
CAND_00870,Cr18.07Cu6.94Fe34.09V40.90,4,0.0,0.0,18.07,6.94,34.09,0.0,0.0,0.0,0.0,0.0,40.9,0.0,100.0,True
CAND_00871,Cr19.94Fe11.22Mn26.65Mo17.79Nb18.59Ti5.81,6,0.0,0.0,19.94,0.0,11.22,26.65,17.79,18.59,0.0,5.81,0.0,0.0,100.0,True
CAND_00872,Fe13.76Nb27.92Ni37.45Ti12.52W8.35,5,0.0,0.0,0.0,0.0,13.76,0.0,0.0,27.92,37.45,12.52,0.0,8.35,99.99999999999999,True
CAND_00873,Al7.26Co6.70Mn29.70Ti12.15W44.19,5,7.26,6.7,0.0,0.0,0.0,29.7,0.0,0.0,0.0,12.15,0.0,44.19,100.0,True
CAND_00874,Al28.72Cr11.46Cu8.60Mn13.14Nb29.90Ni8.18,6,28.72,0.0,11.46,8.6,0.0,13.14,0.0,29.9,8.18,0.0,0.0,0.0,100.0,True
CAND_00875,Co25.85Mo18.02Ni7.37Ti22.16V14.91W11.69,6,0.0,25.85,0.0,0.0,0.0,0.0,18.02,0.0,7.37,22.16,14.91,11.69,100.0,True
CAND_00876,Al21.02Cr35.42Fe15.84Ni14.94W12.78,5,21.02,0.0,35.42,0.0,15.84,0.0,0.0,0.0,14.94,0.0,0.0,12.78,100.0,True
CAND_00877,Al13.03Co26.69Nb8.60V18.08W33.60,5,13.03,26.69,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,18.08,33.6,100.0,True
CAND_00878,Cr16.06Cu39.70Nb11.82Ti6.63V6.46W19.33,6,0.0,0.0,16.06,39.7,0.0,0.0,0.0,11.82,0.0,6.63,6.46,19.33,100.0,True
CAND_00879,Co29.16Cr21.02Fe8.82Ni6.03Ti18.00W16.97,6,0.0,29.16,21.02,0.0,8.82,0.0,0.0,0.0,6.03,18.0,0.0,16.97,100.0,True
CAND_00880,Co10.06Cr9.11Cu40.54Nb19.69V20.60,5,0.0,10.06,9.11,40.54,0.0,0.0,0.0,19.69,0.0,0.0,20.6,0.0,100.0,True
CAND_00881,Al13.28Co40.95Nb12.09Ni21.82V11.86,5,13.28,40.95,0.0,0.0,0.0,0.0,0.0,12.09,21.82,0.0,11.86,0.0,100.00000000000001,True
CAND_00882,Al7.61Cr20.24Mn22.29Mo19.54V5.74W24.58,6,7.61,0.0,20.24,0.0,0.0,22.29,19.54,0.0,0.0,0.0,5.74,24.58,100.0,True
CAND_00883,Al24.29Cr19.67Cu6.53Nb20.98Ni13.30V15.23,6,24.29,0.0,19.67,6.53,0.0,0.0,0.0,20.98,13.3,0.0,15.23,0.0,100.0,True
CAND_00884,Al17.79Cr15.54Fe11.49Mn17.57Mo23.08Nb14.53,6,17.79,0.0,15.54,0.0,11.49,17.57,23.08,14.53,0.0,0.0,0.0,0.0,100.0,True
CAND_00885,Cr31.94Mo31.33Ti19.56W17.17,4,0.0,0.0,31.94,0.0,0.0,0.0,31.33,0.0,0.0,19.56,0.0,17.17,100.0,True
CAND_00886,Al29.73Fe22.18Mo7.63Nb27.88Ti12.58,5,29.73,0.0,0.0,0.0,22.18,0.0,7.63,27.88,0.0,12.58,0.0,0.0,100.0,True
CAND_00887,Fe28.17Nb20.68Ni28.96V22.19,4,0.0,0.0,0.0,0.0,28.17,0.0,0.0,20.68,28.96,0.0,22.19,0.0,100.0,True
CAND_00888,Al14.07Mo32.17Nb22.06Ti7.74W23.96,5,14.07,0.0,0.0,0.0,0.0,0.0,32.17,22.06,0.0,7.74,0.0,23.96,100.0,True
CAND_00889,Co11.50Cu11.88Fe11.34Mo15.26V37.02W13.00,6,0.0,11.5,0.0,11.88,11.34,0.0,15.26,0.0,0.0,0.0,37.02,13.0,100.0,True
CAND_00890,Fe41.38Mn15.03Ni10.07V16.28W17.24,5,0.0,0.0,0.0,0.0,41.38,15.03,0.0,0.0,10.07,0.0,16.28,17.24,100.0,True
CAND_00891,Co38.97Mo5.05Ni23.82W32.16,4,0.0,38.97,0.0,0.0,0.0,0.0,5.05,0.0,23.82,0.0,0.0,32.16,100.0,True
CAND_00892,Co14.63Cr17.32Fe13.74Mn35.44Mo6.21Ti12.66,6,0.0,14.63,17.32,0.0,13.74,35.44,6.21,0.0,0.0,12.66,0.0,0.0,99.99999999999999,True
CAND_00893,Co24.30Nb20.53Ni17.23W37.94,4,0.0,24.3,0.0,0.0,0.0,0.0,0.0,20.53,17.23,0.0,0.0,37.94,100.0,True
CAND_00894,Al5.92Co24.48Fe9.17Mn12.32Mo27.51Ni20.60,6,5.92,24.48,0.0,0.0,9.17,12.32,27.51,0.0,20.6,0.0,0.0,0.0,100.0,True
CAND_00895,Al16.80Mn44.57Mo6.96Nb31.67,4,16.8,0.0,0.0,0.0,0.0,44.57,6.96,31.67,0.0,0.0,0.0,0.0,100.0,True
CAND_00896,Co23.15Fe25.81Mn6.42Mo36.14Nb8.48,5,0.0,23.15,0.0,0.0,25.81,6.42,36.14,8.48,0.0,0.0,0.0,0.0,100.0,True
CAND_00897,Fe16.94Ni39.97V23.08W20.01,4,0.0,0.0,0.0,0.0,16.94,0.0,0.0,0.0,39.97,0.0,23.08,20.01,100.0,True
